company names
Befimmo
Bega Cheese
Beiersdorf
Beigene
Beijing Capital International Airport
Beijing-Shanghai High Speed Railway
Bell Food Group
Bellerophon Therapeutics
Bellevue Gold
Bellring Brands
Bellway
Bendigo and Adelaide Bank
Beneteau
Berger Paints India
Bergman & Beving
Berkeley Energia
Berkeley Group
Berkeley Lights
Berkshire Hathaway
Berry Global Group
Bertrandt
Best Buy
BEST Inc
bet-at-home
Betsson
Beyond Air
Beyond Meat
BeyondSpring
BFF Bank
BGC Partners
BGI Genomics
Bharat Electronics
Bharat Forge
Bharat Heavy Electricals
Bharat Petroleum 
Bharti Airtel
BHP
BHP 
Biesse
Biffa
Big 5 Sporting Goods
Big Lots
Biglari Holdings
Bilfinger
Bilia
Bilibili
Bio Rad Laboratories
Biocon
BioCryst Pharmaceuticals
BioDelivery Sciences International
Biogen
Biomarin
Biomerieux
Bionomics
Biosig
Bio-Techne
Biotest
BJ's Restaurants
BJ's Wholesale Club
BKW
Black Hills
Blackmores
BlackRock
Blackstone
Bloom Energy
Bloomin' Brands
Blucora
Blue Apron
Blue Bird
Blue Star
Blue Star Helium
bluebird bio
Blueprint Medicines
BlueScope
Bmo Global Smaller Companies
BMW
BNP Paribas
Bobst
BOC Aviation
Bodycote
Boeing
Boiron
Boise Cascade
BOK Financial
Boliden
Bollore
Bombardier
Bonava
Bonduelle
Bonheur
Boohoo
Booking
Boot Barn
Booz Allen Hamilton
Boral
Boralex
Borgwarner
Borregaard
Bosch Group
Boston Beer Company
Boston Properties
Boston Scientific
Bouygues
Boyd Gaming
Boyd Group Services
BP
Bper Banca
Bpost
Brady
Braemar Hotels & Resorts
Brainstorm Cell Therapeutics
Brambles
Brandywine Realty Trust
Brembo
Brenntag
Brickworks
Bridgestone
Brigham Minerals
Bright Horizons Family Solutions
Brighthouse Financial
Brightview
Brinker International
Brinks
Bristol-Myers Squibb
Bristow Group
Britannia Industries
British American Tobacco
British Land Company
Britvic
Brixmor Property
Brookdale Senior Living
Brookfield Asset Management
Brookfield Infrastructure
Brookfield Property REIT
Brookfield Renewable
Brookside Energy
Brown & Brown
Brown-Forman
BRP
Bruker
Brunello Cucinelli
Brunswick
BT Group
Bubs Australia
Bucher Industries
Buckle
Builders FirstSource
Bunge
Bunzl
Burberry
Bureau Veritas
Burger King
Burlington Stores
Buru Energy
Buzzi Unicem
BW
BWP Trust
BWX
BWX Technologies
BYD
By-health Corporation
Bystronic
C&C Group
Cable One
Cabot
Cabot Oil & Gas
CACI International
Cactus Inc
Cadence Bancorp
Cadila Healthcare
Cadiz Inc
CAE
Caesars Entertainment
CAF
CAI
Cairn Energy
Cairn Homes
Cairo Communication
Caixabank
Calavo Growers
Calbee
Caleres
Calfrac Well Services
Calibre Mining
California Resources
Callaway
Callon Petroleum
Cal-Maine Foods
Calyxt
Camden National
Camden Property Trust
Cameco
Campbell Soup
Camping World
Canaccord Genuity Group
Canacol Energy
Canada Goose
Canadian Imperial Bank of Commerce
Canadian National Railway
Canadian Natural Resources
Canadian Pacific Railway
Canadian Tire Corporation
Canadian Utilities
Canadian Western Bank
Canara Bank
Canfor
Canopy Growth
CanSino Biologics
Capcom
Capital & Regional
Capital One Financial
Capital Power
Capital Senior Living
Capitaland
Capri Holdings
Capstead Mortgage
Cara Therapeutics
Card Factory
Cardinal Health
Cardiovascular Systems
Cardlytics
Cardno
CareDx
CareTrust REIT
Cargojet
Cargotec
CarGurus
Carillion
Carl Zeiss Meditec
Carlisle Companies
Carlsberg
Carlyle Group
Carmax
Carmila
Carnarvon Petroleum
Carnival PLC
Carnival Corporation
Carparts
Carpenter Technology
Carrefour
Carriage Services
Carrier Transicold
Carrols Restaurant Group
Cars.com
Carsales
Carter Bank and Trust
Carter's inc
Carvana
Cascades inc
Casella Waste Systems
Casino Guichard Perrachon
Casper Sleep
Cassava Sciences
Castellum
Castlight Health
Catalana Occidente
Catalent
Catalyst Pharmaceuticals
Catella
Catena
Caterpillar
Cathay Pacific Airways
Cato
Cavco Industries
Caverion
CBIZ
CBL & Associates Properties
Cboe Global Markets
CBRE
CCL Industries
Ceconomy
Cedar Fair
Cedar Realty Trust
Celanese
Cellectis
Cellink
Cellnex Telecom
CEL-SCI
Celsius Holdings
CEMEX
Cenovus Energy
Centene
Centennial Resource Development
CenterPoint Energy
Centerra Gold
Centogene
Central Garden & Pet
Central Glass
Central Japan Railway
Central Petroleum
Centrica
Centuria Capital Group
Centuria Industrial Reit
Centuria Office REIT
Century Aluminum
Century Casinos
Century Communities
Cerner
Cerus
Cerved Group
CESC
CF Industries
CGG
CH Robinson Worldwide
Challenger
Champion Iron
Change Healthcare
Chargeurs
Charles Schwab
Chart Industries
Charter Communications
Charter Hall 
Chase Corp
Chatham Lodging Trust
Cheesecake Factory
Chefs' Warehouse
Chegg
Chembio Diagnostics
Chemed
ChemoCentryx
Chemours
Chemtrade Logistics Income Fund
Cheniere Energy
Cherry Hill Mortgage Investment
Chesapeake Energy
Chesapeake Utilities
Chevron Corporation
Chewy
Chiasma
Chico's FAS
Children's Place
Chimera Investment
Chimerix
China Citic Bank
China Communications Construction
China Construction Bank
China Eastern Airlines
China Enterprise
China Everbright
China Everbright Bank
China Evergrande
China Feihe
China Film
China Galaxy Securities
China Gezhouba
China Hongqiao 
China International Capital
China Life Insurance
China Literature
China Mengniu Dairy
China Merchants Bank
China Merchants Port
China Merchants Securities
China Mobile
China Molybdenum
China Petroleum & Chemical
China Railway
China Railway Construction
China Shenhua Energy
China Shipbuilding Industry
China Southern Airlines
China State Construction Engineering
China Telecom
China Tower
China Unicom
China Vanke
China Yangtze Power
Chipotle Mexican Grill
Chiyoda
Choice Hotels International
Cholamandalam
Chongqing Changan
Chorus Ltd
Chorus Aviation
Chow Tai Fook
Chr Hansen Holding
Christian Dior
Chromadex
Chubb
Chubu Electric Power
Chugai Pharmaceutical
Church & Dwight
Churchill Downs
Chuy's
CI Financial
CIE Automotive
Cigna
Cimarex Energy
CIMIC Group
Cimpress
Cincinnati Bell
Cincinnati Financial
Cinemark 
Cineplex
Cineworld 
Cintas
Cipla
CIT Group
Citi Trends
CITIC
Citigroup
Citizens Financial Group
Citizens Holding
Citizens Inc
City Chic Collective
City Developments
City Holding
City Union Bank
Citycon
Civeo
Civitas Social Housing
CK Asset Holdings
CK Hutchison
Clariant
CLARIVATE
Clarkson
Clarus
Clas Ohlson
Clean Energy Fuels
Clean Harbors
Clear Channel Outdoor
Clearwater Paper
Clearway Energy
Cleveland-Cliffs
Clipper Logistics
Cloetta
Clorox
Close Brothers Group
Clovis Oncology
CLS Holdings
CMC Markets
CME Group
CMS Energy
CNA Financial
CNH Industrial
CNO Financial Group
CNOOC
CNP Assurances
CNX Resources
Coal India
Coca-Cola
Coca-Cola Consolidated
Coca-Cola Europacific Partners
Cochlear
Co-Diagnostics
Coeur Mining
Coface
Cofinimmo
Cogeco
Cogeco Communications
Cohen & Steers
Coherus BioSciences
Coles Group
Colfax
Colgate-Palmolive
Collection House
Collector AB
Collegium Pharmaceutical
Colliers
Collins Foods
Colopl
Coloplast
Columbia Care
Columbia Financial
Columbia Property Trust
Columbia Sportswear
Columbus McKinnon
Comcast
Comerica
Comfortdelgro Corporation
Commerce Bancshares
Commercial Metals
Commercial Vehicle Group
Commerzbank
Commonwealth Bank of Australia
Community Bank System
Community Financial
Community Health Systems
Community Healthcare Trust
Community Trust Bancorp
Compagnie de Saint Gobain
Compagnie des Alpes
Compagnie Financiere Richemont
Compass Diversified Holdings
Compass Group
Computer Programs and Systems
Comscore
Comstock Resources
Comvita
Conagra Brands
Conmed
Conn's
ConocoPhillips
CONSOL Energy
Consolidated Edison
Constellation Brands
Constellium
Construction Partners
Consus Real Estate
Contact Energy
Container Corporation of India
Container Store Group
Contemporary Amperex Technology
Continental AG
Continental Resources
ContourGlobal
ConvaTec
Cooper Companies
Cooper Energy
Cooper-Standard
Copart
Copper Mountain Mining
Corbion
Corcept Therapeutics
Core Laboratories
Corecivic
CorePoint Lodging
CoreSite Realty
CorMedix
Cornerstone Building Brands
Corporacion Financiera Alba
Corporate Office Properties Trust
Corporate Travel Management
Correios de Portugal
Corteva
Corticeira Amorim
Corus Entertainment
COSCO SHIPPING
CoStar Group
Costco
Coty
Country Garden
Countryside Properties
Cousins Properties
Covanta
Covestro
Covetrus
Covivio
Cowen
Cracker Barrel
Crane
Cranswick
Crawford & Co
Credit Acceptance
Credit Agricole
Credit Corp Group
Credit Saison
Credit Suisse
Credito Emiliano
Crescent Point Energy
Cresco Labs
CRH
Crocs
Croda International
Crompton Greaves Consumer Electricals
Cromwell Property
Cronos Group
CropEnergies
Cross Country Healthcare
Crown Castle International
Crown Holdings
Crown Resorts
CRRC
CryoLife
CSL
CSR Ltd
CSX
CubeSmart
Cue Biopharma
Cullen/Frost Bankers
Culp
Cummins
Cumulus Media
Curaleaf
Curtiss-Wright
Cushman & Wakefield
Custodian REIT
Custom Truck One Source
Customers Bancorp
Cutera
CVR Energy
CVS Pharmacy
CyberAgent
Cyberdyne
CyrusOne
Cytokinetics
CytomX Therapeutics
Cytosorbents
D R Horton
Daan Gene
Dabur India
Daicel
Daifuku
Dai-ichi Life
Daiichi Sankyo
Daikin
Daily Journal
Daily Mail and General Trust
Daimler
Daiwa Securities Group
Dalata Hotel Group
Dalmia Bharat
Dana
Danaher
Danakali
Danone
Danske Bank
Darden Restaurants
Darling Ingredients
Daseke
Dassault Aviation
Dave & Buster's Entertainment
Davide Campari Milano
DaVita
DBS Group 
DBV Technologies
DCC
De Grey Mining
De La Rue
De' Longhi
DeA Capital
Deciphera Pharmaceuticals
Deckers Outdoor
Decmil
John Deere
Del Taco Restaurants
Delek US
Delfi
Delivery Hero
Delta AirLines
Deluxe Corporation
Demant
DeNA
Denali Therapeutics
Denbury
Denison Mines
Denka
Denny's
Denso
DENTSPLY SIRONA
Dentsu
Derichebourg
Dermapharm
DermTech
Derwent London
Designer Brands
Deutsche Bank
Deutsche Boerse
Deutsche Euroshop
Deutsche Pfandbriefbank
Deutsche Post
Deutsche Telekom
Deutsche Wohnen
DEUTZ
Devon Energy
Devro
Dexcom
Dexus
DFDS
DFS Furniture
DHI Group
Diageo
Diamondback Energy
Diamondrock Hospitality
Diana Shipping
DiaSorin
DIC
DIC Asset
Dicerna Pharmaceuticals
DICK'S Sporting Goods
D'Ieteren
Digital Realty Trust
Digital360
Dignity
Dillard's
Dime Community Bancshares
Dine Brands Global
Diploma
Direct Line Insurance
Discover Financial Services
Discovery Inc
DISH Network
DistributionNow inc
Diversified Energy Company
Diversified Healthcare Trust
Divi's Laboratories
Dixons Carphone
DLF
DMC Global
DMG Mori
Dno
DO & CO
Dollar General
Dollar Tree
Dollarama
Domain Holdings Australia
Doman Building Materials 
Dominion Energy
Domino's Pizza
Domtar
Donaco International
Dongfang Electric
Dongfeng Motor
Dongxing Securities
Donnelley Financial Solutions
DoorDash
Dorel Industries
Dorian
Dorman Products
Douglas Emmett
Dovalue
Dover Corporation
Dow
Downer EDI
Dr Reddy's Laboratories
Draegerwerk
Draftkings
Drax Group
DREAM Unlimited
Dril-Quip
Drive Shack
DS Smith
DSV Panalpina
DTE Energy
Ducommun
Duerr
Dufry
Duke Energy
Duke Realty
Dundee
Dundee Precious Metals
Duni
Dupont De Nemours
Duro Felguera
Dyadic International
Dynavax Technologies
Dynex Capital
E W Scripps
E.ON
Eagle Bancorp
Eagle Bulk Shipping
Eagle Materials
Eagle Pharmaceuticals
Earthstone Energy
East Group
East Japan Railway
East West Bancorp
Easterly Government Properties
Eastern
Eastman Chemical
Easyjet
Eaton Corporation
Ebara
eBay
Ebro Foods
Echo Global Logistics
Eclipx Group
Edgewell Personal Care
Edion
Edison
Editas Medicine
EDP
Edreams Odigeo
Education Management
Edwards Lifesciences
EFG International
eHealth
Eicher Motors
Eiffage
Eiger BioPharmaceuticals
Eisai
El En
E-L Financial
El Pollo Loco
Elanco Animal Health
Elders
Eldorado Gold
Electricite de France
Electrocomponents
Electrolux
Electrolux Professional 
Electronic Arts
Elekta
Elementis
elf Beauty
Eli Lilly
Elior
Elis
Elisa Oyj
Elkem
Ellaktor
Ellington Financial
Elringklinger
Embracer Group
Emera
Emerald Holding
Emergent BioSolutions
Emerson Electric
Emmi
Empire Company
Empire State Realty Trust
Empiric Student Property
Enable Midstream Partners
Enagas
Enanta
Enav
Enbridge
Encavis
Encompass Health
Endeavour Silver
Endesa
Endo
Enel
Energean
Energizer
Energy Fuels
Energy Recovery
Energy Transfer
Enerplus
EnerSys
Engie
Eni
EnLink Midstream
Ennis
Enova International
EnQuest
Ensign Energy Services
Ensign Group
Entergy
Enterprise Products Partners
Entra
Entravision Communications
Envista Holdings
Enviva Partners
Enzo Biochem
EOG Resources
Epiroc
Epizyme
EPR Properties
EQT
Equifax
Equinix
Equinor
Equinox Gold
Equitable Group
Equitable Holdings
Equitrans Midstream
Equity Commonwealth
Equity LifeStyle Properties
Equity Residential
Eramet
Ercros
ERG
Ergomed
Eros STX
Erste Group Bank
Escalade
ESCO Technologies
Esken
Esperion
Esprit
ESR Cayman
Essential Utilities
Essex Property Trust
EssilorLuxottica
Essity
Estee Lauder
Estia Health
Ethan Allen Interiors
Eton Pharmaceuticals
ETSY
Eurazeo
Eurocommercial Properties
Eurofins Scientific
Euromoney Institutional Investor
Euronav
Euronext
Europcar
Europris
Euskaltel
Eutelsat Communications
EVE Energy
Evelo Biosciences
Event Hospitality and Entertainment
Eventbrite
Everbright Securities
Evercore
Evergy
Everi
EverQuote
Eversource Energy
EVN
Evofem Biosciences
Evolent Health
Evolution AB
Evolution Mining
Evonik Industries
Evoqua
Evotec
EVRAZ
Exact Sciences
Exchange Income
Exelixis
Exelon
Exicure
Exide Industries
Exmar
ExOne
Exor
eXp World
Expedia
Expeditors International of Washington
Experian
Exponent Inc
Express Inc
Extendicare
Extra Space Storage
Extraction Oil & Gas
Exxon
Ezaki Glico
FACC
Facebook
Facedrive
Factset 
Faes Farma
Fagron
Fairfax Financial
Fairfax India
Falck Renewables
Fanuc
FAR Ltd
Farfetch
Farmland Partners
Fast Retailing
Fastenal
Fate Therapeutics
Faurecia
Federal Bank
Federal Home Loan Mortgage
Federal National Mortgage Association
Federal Realty Investment Trust
Federal Signal
Federated Hermes
FedEx
Ferguson PLC
Ferrari
Ferrexpo
Ferro
Ferroglobe
Ferrovial
Fevertree Drinks
FibroGen
Fidelity National Financial
Fielmann
Fiera Capital
Fiesta Restaurant
Fifth Third Bancorp
Financial Institutions Inc
Fincantieri
Finnair
Finning International
Fintel
Fire & Flower
First American Financial
First Bancorp
First Bancshares
FIRST BANK
First Capital
First Citizens BancShares
First Community Bankshares
First Energy
First Financial
First Foundation
First Hawaiian
First Horizon
First Majestic Silver
First Merchants
First Mid Bancshares
First Midwest Bancorp
First Pacific
First Quantum Minerals
First Resources
First United
FirstGroup
FirstNet
FirstService
Five Below
Five Star Senior Living
Fjordkraft
Flagstar Bancorp
flatexDEGIRO
Fleetwood
Fletcher Building
Flexion Therapeutics
Flexsteel Industries
Flight Centre Travel Group
Flow Traders
Flowers Foods
Flowserve
Fluent
Flughafen Wien
Flughafen Zuerich
Fluidigm
Fluidra
Fluor
Flutter Entertainment
FMC
Fnac
FNB
Focus Financial Partners
Folli Follie
Fonar
Foot Locker
Ford Motor
ForFarmers
Forrester Research
Forterra
Fortescue Metals
Fortis
Fortive
Fortress Biotech
Fortum
Fortuna Silver Mines
Fortune Brands Home & Security
Forum Energy Technologies
Forward Air
Fossil
Fosun International
Founder Securities
Fox
Franchise Group
Franco-Nevada
Franklin Covey
Franklin Electric
Franklin Resources
Fraser and Neave
Frasers Centrepoint Trust
Frasers Group
Frasers Logistics & Commercial Trust
Frasers Property
Freedom Foods 
Freedom Holding
freenet
Freeport-McMoRan
Freightways
Frequency Therapeutics
Fresenius
Fresh Del Monte Produce
Freshpet
Frontdoor
Frontera Energy
Frontier Developments
FTI Consulting
FTS International
Fuchs Petrolub
Fuelcell Energy
Fugro
Fuji Electric
Fujikura
Fulgent Genetics
Full House Resorts
Fulton Financial
Funko
Furukawa
Future PLC
FutureFuel
G1 Therapeutics
G8 Education
Gabriel Resources
Gaia Inc
GAIL (India)
Galapagos NV
Galaxy Entertainment
Galaxy Resources
Galenica
Galiano Gold
Galp
GAMCO Investors
GameStop
Gamesys Group
Gaming and Leisure Properties
Gaming Innovation Group
Gan
Ganfeng Lithium
Gannett
Gaotu Techedu
Gap
Garmin
Garrett Motion
GATX
GCP Applied Technologies
GCP Student Living
GEA Group
Geberit
Gecina
Geely Automobile
GEM Co
Gem Diamonds
Gemdale
Genco Shipping & Trading
Genel Energy
Generac
General Dynamics
General Electric
General Mills
General Motors
Generali
Genesco
Genesis Energy
Genesis Healthcare
Genfit
Genmab
Genscript Biotech
Gentex
Genting Singapore
Genuine Parts
Genus
Genworth Financial
Geo Group
Georg Fischer
George Weston
Georgia Capital
Geox
Geron
Gerresheimer
Gesco
Getinge
Getlink
GF Securities
GFL Environmental
Gibson Energy
G-III Apparel Group
Gildan Activewear
Gilead Sciences
Gimv
Giordano International
Givaudan
GL Events
Glacier Bancorp
Gladstone Commercial
Gladstone Land
Glanbia
Glatfelter
Glaukos
GlaxoSmithKline
Glencore
Glenmark
Glenveagh Properties
Global Blood Therapeutics
Global Industrial
Global Net Lease
Global Partners
Global Ship Lease
Global Water Resources
Globalstar
Globe Life
Globus Medical
Glory Ltd
GMR Infrastructure
GMS
GN Store Nord
Go-Ahead Group
GoDaddy
Godrej Consumer Products
Goeasy
Gogo
Gohealth
Gold Resource
Gold Road Resources
Golden Agri-Resources
Golden Entertainment
Golden Star Resources
Goldman Sachs
GOME Retail 
Goodman Group
Goodrich Petroleum
Goodwin
Goodyear
Goosehead Insurance
GoPro
Gotion
GP Strategies
GPT Group
Graco
GrafTech
Grafton Group
Graham Corporation
Graham Holdings
Graincorp
Grainger
Gran Tierra Energy
Grand Canyon Education
Grandvision
Granges
Granite Construction
Graphic Packaging
Grasim Industries
Gray Television
Great Ajax
Great Bear Resources
Great Canadian Gaming
Great Lakes Dredge & Dock
Great Portland Estates
Great Wall Motor
Great-West Lifeco
Gree
Green Brick Partners
Green Dot
Green Plains
Green Thumb Industries
Greenbrier Companies
Greencoat UK Wind
Greencore
Greenhill
Greenland Minerals
Greenyard
Greggs
Greif
Grenke
Grieg Seafood
Griffon
Grifols
Group 1 Automotive
Groupon
GrowGeneration
GS Yuasa
Guangzhou Automobile
Guangzhou Baiyun International Airport
Guangzhou Wondfo Biotech
Guardant Health
GUD Holdings
Guerbet
Guess?
Gujarat State Petronet
GungHo Online Entertainment
GuocoLand
Guotai Junan Securities
GYM Group
H Lundbeck
H&E Equipment Services
H&M
H&R Block
H.I.S.
Haemonetics
Hafnia
Haidilao International Holding
Haier
Hain Celestial
Hainan Airlines
Haitong Securities
Haldex
Halfords
Hallador Energy
Halliburton
Hallmark Financial Services
Halozyme
Hamborner Reit
Hamburger Hafen und Logistik
Hamilton Lane
Hammerson
Hancock Whitney
HanesBrands
Hang Lung Properties
Hang Seng Bank
Hanger Inc
Hannon Armstrong
Hanover Insurance
Hansa Biopharma
Hapag Lloyd
Harbour Energy
Hardwoods Distribution
Hargreaves Lansdown
Harley-Davidson
Harsco
Hartford Financial Services 
Harvey Norman
Harworth Group
Hasbro
Havells India
Hawaiian Electric Industries
Hawaiian Holdings
Hawkins
Haynes International
Hays
HB Fuller
HBIS
HCA Healthcare
Hci Group
HDFC
Healius
Health Catalyst
Healthcare Realty Trust
Healthcare Services Group
Healthcare Trust Of America
Healthequity
Healthpeak Properties
Heartland Express
Heartland Financial USA
Hecla Mining
HEICO
Heidelberg Cement
Heidelberger Druckmaschinen
Heineken
Helical
Helios Technologies
Helios Towers
HELLA 
Hellenic Petroleum
Hellofresh
Hemisphere Media
Henderson Land Development
Hengli Group
Henkel
Henry Boot
Henry Schein
Hera
Herc Holdings
Heritage Financial
Herman Miller
